AnnualReturn,ExcessReturn,SystematicRisk,TotalRisk,AbsWinRate,RelWinRate
0.593,0.571,0.353,0.333,0.800,0.800
0.576,0.575,0.526,0.473,0.560,0.467
0.552,0.553,0.412,0.417,0.800,0.600
0.318,0.326,0.293,0.321,0.800,0.400
0.436,0.417,0.233,0.236,0.680,0.467
0.472,0.463,0.340,0.330,0.560,0.600
0.415,0.406,0.309,0.305,0.560,0.467
0.451,0.426,0.200,0.200,0.560,0.400
0.720,0.724,0.573,0.540,0.560,0.667
0.665,0.649,0.488,0.454,0.680,0.467
0.681,0.708,0.660,0.622,0.560,0.333
0.729,0.706,0.480,0.444,0.560,0.667
0.590,0.573,0.440,0.395,0.680,0.733
0.677,0.700,0.629,0.608,0.560,0.600
0.609,0.587,0.416,0.375,0.560,0.667
0.609,0.598,0.484,0.448,0.680,0.533
0.580,0.570,0.389,0.386,0.800,0.600
0.723,0.702,0.502,0.465,0.680,0.667
0.478,0.462,0.258,0.276,0.800,0.400
0.412,0.427,0.422,0.420,0.680,0.467
0.592,0.563,0.306,0.295,0.560,0.533
0.493,0.485,0.367,0.365,0.560,0.533
0.499,0.478,0.278,0.278,0.560,0.333
0.594,0.577,0.413,0.395,0.560,0.400
0.481,0.460,0.265,0.263,0.680,0.467
0.506,0.478,0.230,0.226,0.800,0.400
0.479,0.455,0.255,0.247,0.560,0.467
0.451,0.431,0.247,0.252,0.680,0.400
0.791,0.773,0.559,0.521,0.560,0.467
0.640,0.627,0.488,0.448,0.560,0.733
0.665,0.641,0.419,0.399,0.800,0.667
0.670,0.677,0.610,0.559,0.560,0.400
0.679,0.658,0.447,0.421,0.680,0.533
0.581,0.566,0.377,0.366,0.680,0.600
0.544,0.520,0.303,0.301,0.560,0.600
0.584,0.583,0.470,0.460,0.680,0.467
0.614,0.585,0.343,0.327,0.680,0.600
0.506,0.476,0.227,0.222,0.560,0.533
0.493,0.480,0.355,0.343,0.680,0.600
0.559,0.526,0.256,0.245,0.560,0.667
0.533,0.508,0.294,0.293,0.560,0.667
0.485,0.464,0.248,0.257,0.800,0.333
0.556,0.530,0.331,0.313,0.680,0.533
0.729,0.705,0.501,0.459,0.560,0.600
0.628,0.603,0.401,0.373,0.560,0.533
0.548,0.522,0.311,0.294,0.560,0.667
0.544,0.514,0.262,0.257,0.680,0.600
0.588,0.566,0.391,0.369,0.560,0.467
0.571,0.542,0.304,0.293,0.680,0.667
0.638,0.602,0.331,0.312,0.560,0.800
